banmd,banwt,banm1,banm2,banm3,banm5,banm6,banm7,banm8,banm9,banm47,pmiRGLO
banmd,banwt,banm1,banm2,banm3,banm5,banm6,banm7,banm8,banm9,banm47,pmiRGLO
banmd,banwt,banm1,banm2,banm3,banm5,banm6,banm7,banm8,banm9,banm47,pmiRGLO
untransfected,∅,∅,∅,∅,∅,∅,∅,∅,∅,∅,∅
untransfected,∅,∅,∅,∅,∅,∅,∅,∅,∅,∅,∅
untransfected,∅,∅,∅,∅,∅,∅,∅,∅,∅,∅,∅
∅,∅,∅,∅,∅,∅,∅,∅,∅,∅,∅,∅
∅,∅,∅,∅,∅,∅,∅,∅,∅,∅,∅,∅
